TSM,Date,Close,,Trade DATE
,12/15/2015,22.82,,
,12/16/2015,23.16,,
,12/17/2015,22.96,,
,12/18/2015,22.93,,
,12/21/2015,22.95,,
,12/22/2015,23.06,,
,12/23/2015,23.08,,
,12/24/2015,23.15,,
,12/28/2015,23.01,,
,12/29/2015,23.08,,
,12/30/2015,22.88,,
,12/31/2015,22.75,,
,1/4/2016,22.09,,
,1/5/2016,21.95,,
,1/6/2016,21.34,,
,1/7/2016,21.1,,
,1/8/2016,20.81,,
,1/11/2016,20.93,,
,1/12/2016,20.75,,
,1/13/2016,20.48,,
,1/14/2016,21.82,,
,1/15/2016,21.1,,
,1/19/2016,21.66,,
,1/20/2016,21.09,,
,1/21/2016,21.33,,
,1/22/2016,21.93,,
,1/25/2016,21.79,,
,1/26/2016,21.59,,
,1/27/2016,21.68,,
,1/28/2016,21.63,,
,1/29/2016,22.35,,
,2/1/2016,22.46,,
,2/2/2016,22.56,,
,2/3/2016,22.92,,
,2/4/2016,23.23,,
,2/5/2016,22.75,,
,2/8/2016,22.8,,
,2/9/2016,22.56,,
,2/10/2016,22.3,,
,2/11/2016,22,,
,2/12/2016,22.24,,
,2/16/2016,23.34,,
,2/17/2016,23.64,,
,2/18/2016,23.8,,
,2/19/2016,23.78,,
,2/22/2016,23.96,,
,2/23/2016,23.4,,
,2/24/2016,23.42,,
,2/25/2016,23.69,,
,2/26/2016,23.77,,
,2/29/2016,23.55,,
,3/1/2016,24.58,,
,3/2/2016,24.62,,
,3/3/2016,24.56,,
,3/4/2016,24.65,,
,3/7/2016,24.7,,
,3/8/2016,24.65,,
,3/9/2016,24.74,,
,3/10/2016,24.74,,
,3/11/2016,25.35,,
,3/14/2016,25.22,,
,3/15/2016,24.88,,
,3/16/2016,25.78,,
,3/17/2016,25.77,,
,3/18/2016,26.04,,
,3/21/2016,25.93,,
,3/22/2016,25.81,,
,3/23/2016,25.68,,
,3/24/2016,25.73,,
,3/28/2016,25.63,,
,3/29/2016,25.97,,
,3/30/2016,26.46,,
,3/31/2016,26.2,,
,4/1/2016,26.12,,
,4/4/2016,25.85,,
,4/5/2016,25.51,,
,4/6/2016,25.62,,
,4/7/2016,25.37,,
,4/8/2016,25.28,,
,4/11/2016,25.51,,
,4/12/2016,25.57,,
,4/13/2016,26.17,,
,4/14/2016,25.3,,
,4/15/2016,25.46,,
,4/18/2016,25.5,,
,4/19/2016,25.16,,
,4/20/2016,25.12,,
,4/21/2016,25.16,,
,4/22/2016,25.07,,
,4/25/2016,25.01,,
,4/26/2016,25.01,,
,4/27/2016,25.25,,
,4/28/2016,24.16,,
,4/29/2016,23.59,,
,5/2/2016,23.69,,
,5/3/2016,23.32,,
,5/4/2016,23.42,,
,5/5/2016,23.5,,
,5/6/2016,23.41,,
,5/9/2016,23.37,,
,5/10/2016,23.39,,
,5/11/2016,23.22,,
,5/12/2016,22.99,,
,5/13/2016,22.82,,
,5/16/2016,23.11,,
,5/17/2016,22.95,,
,5/18/2016,23.52,,
,5/19/2016,23.25,,
,5/20/2016,23.91,,
,5/23/2016,24.27,,
,5/24/2016,24.47,,
,5/25/2016,24.62,,
,5/26/2016,24.79,,
,5/27/2016,24.8,,
,5/31/2016,24.72,,
,6/1/2016,25.25,,
,6/2/2016,25.18,,
,6/3/2016,25.53,,
,6/6/2016,25.47,,
,6/7/2016,26.06,,
,6/8/2016,26.33,,
,6/9/2016,26.23,,
,6/10/2016,25.86,,
,6/13/2016,25.63,,
,6/14/2016,25.57,,
,6/15/2016,25.84,,
,6/16/2016,25.86,,
,6/17/2016,25.85,,
,6/20/2016,26.37,,
,6/21/2016,26.59,,
,6/22/2016,26.54,,
,6/23/2016,26.81,,
,6/24/2016,25.68,,
,6/27/2016,24.9,,
,6/28/2016,25.26,,
,6/29/2016,25.8,,
,6/30/2016,26.23,,
,7/1/2016,26.53,,
,7/5/2016,26.26,,
,7/6/2016,26.15,,
,7/7/2016,26.31,,
,7/8/2016,26.73,,
,7/11/2016,27.2,,
,7/12/2016,26.97,,
,7/13/2016,26.89,,
,7/14/2016,27.11,,
,7/15/2016,27.01,,
,7/18/2016,27.64,,
,7/19/2016,27.27,,
,7/20/2016,27.55,,
,7/21/2016,27.48,,
,7/22/2016,27.74,,
,7/25/2016,27.86,,
,7/26/2016,28.33,,
,7/27/2016,28.1,,
,7/28/2016,28.14,,
,7/29/2016,27.78,,
,8/1/2016,28.62,,
,8/2/2016,28.16,,
,8/3/2016,28.16,,
,8/4/2016,28.4,,
,8/5/2016,28.79,,
,8/8/2016,29.09,,
,8/9/2016,29.4,,
,8/10/2016,29.22,,
,8/11/2016,29.14,,
,8/12/2016,29.24,,
,8/15/2016,29.39,,
,8/16/2016,29.08,,
,8/17/2016,28.98,,
,8/18/2016,29.16,,
,8/19/2016,28.64,,
,8/22/2016,28.4,,
,8/23/2016,28.5,,
,8/24/2016,28.39,,
,8/25/2016,28.6,,
,8/26/2016,28.64,,
,8/29/2016,28.7,,
,8/30/2016,28.62,,
,8/31/2016,28.74,,
,9/1/2016,28.96,,
,9/2/2016,29.14,,
,9/6/2016,29.49,,
,9/7/2016,29.82,,
,9/8/2016,29.79,,
,9/9/2016,28.59,,
,9/12/2016,28.99,,
,9/13/2016,28.49,,
,9/14/2016,28.62,,
,9/15/2016,29.18,,
,9/16/2016,28.91,,
,9/19/2016,29.93,,
,9/20/2016,29.9,,
,9/21/2016,30.5,,
,9/22/2016,30.66,,
,9/23/2016,30.12,,
,9/26/2016,29.84,,
,9/27/2016,30.4,,
,9/28/2016,30.33,,
,9/29/2016,30.4,,
,9/30/2016,30.59,,
,10/3/2016,30.72,,
,10/4/2016,30.39,,
,10/5/2016,30.53,,
,10/6/2016,30.77,,
,10/7/2016,31.18,,
,10/10/2016,31.28,,
,10/11/2016,30.73,,
,10/12/2016,31.35,,
,10/13/2016,30.53,,
,10/14/2016,30.66,,
,10/17/2016,30.57,,
,10/18/2016,30.86,,
,10/19/2016,30.98,,
,10/20/2016,31.06,,
,10/21/2016,31.08,,
,10/24/2016,31.41,,
,10/25/2016,31.55,,
,10/26/2016,31.21,,
,10/27/2016,30.77,,
,10/28/2016,30.77,,
,10/31/2016,31.1,,
,11/1/2016,30.71,,
,11/2/2016,30.39,,
,11/3/2016,30.28,,
,11/4/2016,30.24,,
,11/7/2016,31.35,,
,11/8/2016,31.34,,
,11/9/2016,30.59,,
,11/10/2016,29.44,,
,11/11/2016,29.93,,
,11/14/2016,28.85,,
,11/15/2016,29.2,,
,11/16/2016,29.86,,
,11/17/2016,29.47,,
,11/18/2016,29.47,,
,11/21/2016,29.65,,
,11/22/2016,29.91,,
,11/23/2016,29.89,,
,11/25/2016,29.66,,
,11/28/2016,29.66,,
,11/29/2016,29.55,,
,11/30/2016,29.69,,
,12/1/2016,28.55,,
,12/2/2016,28.86,,
,12/5/2016,29.02,,
,12/6/2016,29.51,,
,12/7/2016,29.93,,
,12/8/2016,30.04,,
,12/9/2016,30.12,,
,12/12/2016,29.9,,
,12/13/2016,30.36,,
,12/14/2016,29.87,,
,12/15/2016,30.16,,
,12/16/2016,29.48,,
,12/19/2016,29.27,,
,12/20/2016,29.31,,
,12/21/2016,29.14,,
,12/22/2016,28.74,,
,12/23/2016,29.05,,
,12/27/2016,29.1,,
,12/28/2016,29.12,,
,12/29/2016,29.13,,
,12/30/2016,28.75,,
,1/3/2017,29.31,,
,1/4/2017,29.3,,
,1/5/2017,29.8,,
,1/6/2017,29.63,,
,1/9/2017,30.04,,
,1/10/2017,30.07,,
,1/11/2017,30.17,,
,1/12/2017,29.29,,
,1/13/2017,29.44,,
,1/17/2017,29.62,,
,1/18/2017,29.49,,
,1/19/2017,29.63,,
,1/20/2017,30.07,,
,1/23/2017,30.33,,
,1/24/2017,30.82,,
,1/25/2017,31.31,,
,1/26/2017,31.11,,
,1/27/2017,31.25,,
,1/30/2017,31.19,,
,1/31/2017,30.91,,
,2/1/2017,31.08,,
,2/2/2017,30.78,,
,2/3/2017,30.97,,
,2/6/2017,30.87,,
,2/7/2017,30.52,,
,2/8/2017,30.33,,
,2/9/2017,30.21,,
,2/10/2017,30.71,,
,2/13/2017,31.69,,
,2/14/2017,31.33,,
,2/15/2017,31.75,,
,2/16/2017,32.32,,
,2/17/2017,32.34,,
,2/21/2017,32.33,,
,2/22/2017,32.07,,
,2/23/2017,31.75,,
,2/24/2017,31.92,,
,2/27/2017,31.53,,
,2/28/2017,31.47,,
,3/1/2017,31.58,,
,3/2/2017,30.87,,
,3/3/2017,30.85,,
,3/6/2017,30.85,,
,3/7/2017,31.31,,
,3/8/2017,31.22,,
,3/9/2017,30.98,,
,3/10/2017,31.06,,
,3/13/2017,31.5,,
,3/14/2017,31.21,,
,3/15/2017,31.91,,
,3/16/2017,32.41,,
,3/17/2017,32.59,,
,3/20/2017,32.85,,
,3/21/2017,32.48,,
,3/22/2017,32.69,,
,3/23/2017,32.56,,
,3/24/2017,32.81,,
,3/27/2017,33.17,,
,3/28/2017,33.35,,
,3/29/2017,32.93,,
,3/30/2017,33.07,,
,3/31/2017,32.84,,
,4/3/2017,32.89,,
,4/4/2017,32.86,,
,4/5/2017,32.9,,
,4/6/2017,32.86,,
,4/7/2017,32.87,,
,4/10/2017,32.52,,
,4/11/2017,32.4,,
,4/12/2017,32.28,,
,4/13/2017,31.83,,
,4/17/2017,32.03,,
,4/18/2017,31.79,,
,4/19/2017,31.61,,
,4/20/2017,31.79,,
,4/21/2017,32.08,,
,4/24/2017,32.7,,
,4/25/2017,33.07,,
,4/26/2017,33,,
,4/27/2017,33.02,,
,4/28/2017,33.07,,
,5/1/2017,33.4,,
,5/2/2017,33.93,,
,5/3/2017,34.29,,
,5/4/2017,34.14,,
,5/5/2017,34.42,,
,5/8/2017,34.98,,
,5/9/2017,35.41,,
,5/10/2017,35.41,,
,5/11/2017,35.56,,
,5/12/2017,35.37,,
,5/15/2017,35.06,,
,5/16/2017,35.03,,
,5/17/2017,34.42,,
,5/18/2017,34.9,,
,5/19/2017,35.2,,
,5/22/2017,35.4,,
,5/23/2017,35.4,,
,5/24/2017,35.52,,
,5/25/2017,35.57,,
,5/26/2017,35.51,,
,5/30/2017,35.78,,
,5/31/2017,35.36,,
,6/1/2017,35.89,,
,6/2/2017,36.18,,
,6/5/2017,36.39,,
,6/6/2017,36.43,,
,6/7/2017,36.46,,
,6/8/2017,36.83,,
,6/9/2017,35.79,,
,6/12/2017,35.24,,
,6/13/2017,35.56,,
,6/14/2017,35.65,,
,6/15/2017,35.44,,
,6/16/2017,35.87,,
,6/19/2017,36.21,,
,6/20/2017,36.13,,
,6/21/2017,36.71,,
,6/22/2017,36.71,,
,6/23/2017,36.73,,
,6/26/2017,36.13,,
,6/27/2017,35.09,,
,6/28/2017,35.35,,
,6/29/2017,34.81,,
,6/30/2017,34.96,,
,7/3/2017,34.88,,
,7/5/2017,34.82,,
,7/6/2017,34.5,,
,7/7/2017,34.63,,
,7/10/2017,35,,
,7/11/2017,35.38,,
,7/12/2017,35.69,,
,7/13/2017,36.15,,
,7/14/2017,36.25,,
,7/17/2017,35.91,,
,7/18/2017,35.87,,
,7/19/2017,36.41,,
,7/20/2017,36.1,,
,7/21/2017,35.85,,
,7/24/2017,36.22,,
,7/25/2017,36.1,,
,7/26/2017,36.22,,
,7/27/2017,36.18,,
,7/28/2017,35.86,,
,7/31/2017,35.96,,
,8/1/2017,35.84,,
,8/2/2017,36.07,,
,8/3/2017,35.79,,
,8/4/2017,36.03,,
,8/7/2017,36.79,,
,8/8/2017,36.7,,
,8/9/2017,36.46,,
,8/10/2017,35.34,,
,8/11/2017,36.14,,
,8/14/2017,36.05,,
,8/15/2017,36.42,,
,8/16/2017,36.34,,
,8/17/2017,35.79,,
,8/18/2017,35.86,,
,8/21/2017,35.98,,
,8/22/2017,36.52,,
,8/23/2017,36.58,,
,8/24/2017,36.83,,
,8/25/2017,36.85,,
,8/28/2017,36.77,,
,8/29/2017,36.88,,
,8/30/2017,36.93,,
,8/31/2017,36.97,,
,9/1/2017,37.22,,
,9/5/2017,36.85,,
,9/6/2017,37.27,,
,9/7/2017,37.54,,
,9/8/2017,37.5,,
,9/11/2017,37.84,,
,9/12/2017,37.86,,
,9/13/2017,37.53,,
,9/14/2017,37.38,,
,9/15/2017,37.65,,
,9/18/2017,38.07,,
,9/19/2017,38.3,,
,9/20/2017,37.82,,
,9/21/2017,38.24,,
,9/22/2017,37.77,,
,9/25/2017,37.07,,
,9/26/2017,37.14,,
,9/27/2017,37.25,,
,9/28/2017,37.05,,
,9/29/2017,37.55,,
,10/2/2017,38.13,,
,10/3/2017,38.44,,
,10/4/2017,38.27,,
,10/5/2017,38.46,,
,10/6/2017,38.46,,
,10/9/2017,38.77,,
,10/10/2017,38.97,,
,10/11/2017,40.35,,
,10/12/2017,40.44,,
,10/13/2017,40.82,,
,10/16/2017,40.89,,
,10/17/2017,41.25,,
,10/18/2017,41.5,,
,10/19/2017,41.07,,
,10/20/2017,41.12,,
,10/23/2017,41.21,,
,10/24/2017,41.32,,
,10/25/2017,41.16,,
,10/26/2017,41.2,,
,10/27/2017,42.15,,
,10/30/2017,42.13,,
,10/31/2017,42.33,,
,11/1/2017,42.1,,
,11/2/2017,42.15,,
,11/3/2017,42.19,,
,11/6/2017,42.43,,
,11/7/2017,42.51,,
,11/8/2017,42.43,,
,11/9/2017,41.64,,
,11/10/2017,41.72,,
,11/13/2017,42.01,,
,11/14/2017,41.86,,
,11/15/2017,41.54,,
,11/16/2017,42.1,,
,11/17/2017,42.07,,
,11/20/2017,42.21,,
,11/21/2017,42.58,,
,11/22/2017,42.41,,
,11/24/2017,42.99,,
,11/27/2017,41.09,,
,11/28/2017,40.93,,
,11/29/2017,39.41,,
,11/30/2017,39.6,,
,12/1/2017,39.7,,
,12/4/2017,39.39,,
,12/5/2017,39.2,,
,12/6/2017,38.68,,
,12/7/2017,39.01,,
,12/8/2017,39,,
,12/11/2017,39.37,,
,12/12/2017,39.3,,
,12/13/2017,39.29,,
,12/14/2017,39.4,,
,12/15/2017,39.5,,
,12/18/2017,39.4,,
,12/19/2017,39.34,,
,12/20/2017,39.44,,
,12/21/2017,39.23,,
,12/22/2017,39.63,,
,12/26/2017,38.95,,
,12/27/2017,39.08,,
,12/28/2017,39.74,,
,12/29/2017,39.65,,
,1/2/2018,41.02,,
,1/3/2018,41.71,,
,1/4/2018,41.49,,
,1/5/2018,42.46,,
,1/8/2018,42.44,,
,1/9/2018,42.18,,
,1/10/2018,41.3,,
,1/11/2018,41.03,,
,1/12/2018,41.19,,
,1/16/2018,42.23,,
,1/17/2018,43.13,,
,1/18/2018,44.57,,
,1/19/2018,44.67,,
,1/22/2018,46.38,,
,1/23/2018,46.28,,
,1/24/2018,45.33,,
,1/25/2018,45.1,,
,1/26/2018,45.72,,
,1/29/2018,45.4,,
,1/30/2018,44.88,,
,1/31/2018,45.31,,
,2/1/2018,45.45,,
,2/2/2018,44.51,,
,2/5/2018,42.95,,
,2/6/2018,43.59,,
,2/7/2018,41.88,,
,2/8/2018,40.36,,
,2/9/2018,41.47,,
,2/12/2018,42.53,,
,2/13/2018,42.38,,
,2/14/2018,43.05,,
,2/15/2018,43.52,,
,2/16/2018,43.48,,
,2/20/2018,43.74,,
,2/21/2018,42.89,,
,2/22/2018,42.39,,
,2/23/2018,43.9,,
,2/26/2018,44.41,,
,2/27/2018,43.62,,
,2/28/2018,43.35,,
,3/1/2018,42.72,,
,3/2/2018,43.01,,
,3/5/2018,43.49,,
,3/6/2018,43.54,,
,3/7/2018,44.2,,
,3/8/2018,43.8,,
,3/9/2018,44.59,,
,3/12/2018,45.22,,
,3/13/2018,44.99,,
,3/14/2018,45.15,,
,3/15/2018,45.31,,
,3/16/2018,44.97,,
,3/19/2018,44.6,,
,3/20/2018,44.83,,
,3/21/2018,44.7,,
,3/22/2018,43.69,,
,3/23/2018,42.58,,
,3/26/2018,44.27,,
,3/27/2018,43.29,,
,3/28/2018,42.69,,
,3/29/2018,43.76,,
,4/2/2018,42.5,,
,4/3/2018,43.48,,
,4/4/2018,43.94,,
,4/5/2018,43.32,,
,4/6/2018,42.42,,
,4/9/2018,43.07,,
,4/10/2018,43.58,,
,4/11/2018,43.38,,
,4/12/2018,43.85,,
,4/13/2018,42.65,,
,4/16/2018,42.87,,
,4/17/2018,42.31,,
,4/18/2018,41.92,,
,4/19/2018,39.53,,
,4/20/2018,38.95,,
,4/23/2018,38.75,,
,4/24/2018,38.75,,
,4/25/2018,38.17,,
,4/26/2018,38.17,,
,4/27/2018,38.17,,
,4/30/2018,38.45,,
,5/1/2018,38.93,,
,5/2/2018,37.75,,
,5/3/2018,38.1,,
,5/4/2018,38.59,,
,5/7/2018,38.45,,
,5/8/2018,39.18,,
,5/9/2018,39.35,,
,5/10/2018,39.77,,
,5/11/2018,39.91,,
,5/14/2018,39.95,,
,5/15/2018,39.3,,
,5/16/2018,39.79,,
,5/17/2018,38.96,,
,5/18/2018,38.96,,
,5/21/2018,39.47,,
,5/22/2018,39.64,,
,5/23/2018,39.65,,
,5/24/2018,39.27,,
,5/25/2018,39.3,,
,5/29/2018,38.16,,
,5/30/2018,38.34,,
,5/31/2018,38.7,,
,6/1/2018,39.2,,
,6/4/2018,39.97,,
,6/5/2018,39.54,,
,6/6/2018,39.56,,
,6/7/2018,39.52,,
,6/8/2018,38.93,,
,6/11/2018,38.76,,
,6/12/2018,39.2,,
,6/13/2018,39.05,,
,6/14/2018,38.6,,
,6/15/2018,38.69,,
,6/18/2018,38.25,,
,6/19/2018,37.56,,
,6/20/2018,38.35,,
,6/21/2018,37.62,,
,6/22/2018,38.12,,
,6/25/2018,36.51,,
,6/26/2018,36.46,,
,6/27/2018,35.51,,
,6/28/2018,35.94,,
,6/29/2018,36.56,,
,7/2/2018,36.54,,
,7/3/2018,36.39,,
,7/5/2018,36.59,,
,7/6/2018,37.27,,
,7/9/2018,37.83,,
,7/10/2018,37.93,,
,7/11/2018,36.97,,
,7/12/2018,37.31,,
,7/13/2018,37.77,,
,7/16/2018,37.79,,
,7/17/2018,38.04,,
,7/18/2018,38.41,,
,7/19/2018,39.81,,
,7/20/2018,40.73,,
,7/23/2018,40.74,,
,7/24/2018,40.39,,
,7/25/2018,40.89,,
,7/26/2018,40.82,,
,7/27/2018,41.45,,
,7/30/2018,41.09,,
,7/31/2018,41.21,,
,8/1/2018,41.71,,
,8/2/2018,41.55,,
,8/3/2018,41.69,,
,8/6/2018,41.07,,
,8/7/2018,41.24,,
,8/8/2018,41.97,,
,8/9/2018,41.84,,
,8/10/2018,41.03,,
,8/13/2018,40.71,,
,8/14/2018,40.91,,
,8/15/2018,40.45,,
,8/16/2018,40.41,,
,8/17/2018,40.13,,
,8/20/2018,40.1,,
,8/21/2018,40.89,,
,8/22/2018,40.9,,
,8/23/2018,40.68,,
,8/24/2018,41.24,,
,8/27/2018,41.53,,
,8/28/2018,42.35,,
,8/29/2018,44.13,,
,8/30/2018,43.46,,
,8/31/2018,43.6,,
,9/4/2018,44.11,,
,9/5/2018,44.22,,
,9/6/2018,44.05,,
,9/7/2018,44.88,,
,9/10/2018,44.62,,
,9/11/2018,44.55,,
,9/12/2018,43.94,,
,9/13/2018,43.43,,
,9/14/2018,44.41,,
,9/17/2018,43.76,,
,9/18/2018,43.56,,
,9/19/2018,44.02,,
,9/20/2018,44.17,,
,9/21/2018,44.06,,
,9/24/2018,44.89,,
,9/25/2018,44.17,,
,9/26/2018,44.27,,
,9/27/2018,44.76,,
,9/28/2018,44.16,,
,10/1/2018,44.66,,
,10/2/2018,43.62,,
,10/3/2018,43.96,,
,10/4/2018,42.43,,
,10/5/2018,41.63,,
,10/8/2018,40.96,,
,10/9/2018,40.9,,
,10/10/2018,39.35,,
,10/11/2018,38.94,,
,10/12/2018,39.66,,
,10/15/2018,38.75,,
,10/16/2018,40.01,,
,10/17/2018,39.57,,
,10/18/2018,38.54,,
,10/19/2018,38.45,,
,10/22/2018,38.72,,
,10/23/2018,38,,
,10/24/2018,36.48,,
,10/25/2018,37.39,,
,10/26/2018,36.67,,
,10/29/2018,36.33,,
,10/30/2018,37.78,,
,10/31/2018,38.1,,
,11/1/2018,39.05,,
,11/2/2018,38.78,,
,11/5/2018,38.48,,
,11/6/2018,38.73,,
,11/7/2018,39.18,,
,11/8/2018,38.7,,
,11/9/2018,38.07,,
,11/12/2018,37.06,,
,11/13/2018,37.4,,
,11/14/2018,37.84,,
,11/15/2018,38.52,,
,11/16/2018,36.87,,
,11/19/2018,36.05,,
,11/20/2018,35.64,,
,11/21/2018,36.17,,
,11/23/2018,35.96,,
,11/26/2018,36.84,,
,11/27/2018,36.8,,
,11/28/2018,38.01,,
,11/29/2018,37.93,,
,11/30/2018,37.59,,
,12/3/2018,38.73,,
,12/4/2018,37.44,,
,12/6/2018,36.86,,
,12/7/2018,36.52,,
,12/10/2018,36.43,,
,12/11/2018,36.7,,
,12/12/2018,37.38,,
,12/13/2018,37.33,,
,12/14/2018,36.53,,
,12/17/2018,36.22,,
,12/18/2018,36.76,,
,12/19/2018,36.23,,
,12/20/2018,35.88,,
,12/21/2018,35.71,,
,12/24/2018,35.29,,
,12/26/2018,36.76,,
,12/27/2018,36.78,,
,12/28/2018,37.14,,
,12/31/2018,36.91,,
,1/2/2019,36.52,,
,1/3/2019,34.36,,
,1/4/2019,34.97,,
,1/7/2019,35.23,,
,1/8/2019,34.94,,
,1/9/2019,35.61,,
,1/10/2019,36.42,,
,1/11/2019,36.61,,
,1/14/2019,35.76,,
,1/15/2019,36.04,,
,1/16/2019,35.64,,
,1/17/2019,36.29,,
,1/18/2019,36.84,,
,1/22/2019,36.37,,
,1/23/2019,36.49,,
,1/24/2019,37.64,,
,1/25/2019,38.14,,
,1/28/2019,37.44,,
,1/29/2019,36.33,,
,1/30/2019,37.38,,
,1/31/2019,37.62,,
,2/1/2019,37.57,,
,2/4/2019,37.94,,
,2/5/2019,38.25,,
,2/6/2019,38.74,,
,2/7/2019,38.12,,
,2/8/2019,37.79,,
,2/11/2019,38.29,,
,2/12/2019,38.64,,
,2/13/2019,38.13,,
